Al,As,B,Ba,Bi,Cd,Cu,Dy,Er,Fe,Ga,Ge,In,La,Mn,P,Pb,Pr,S,Sb,Se,Si,Sn,Te,Tl,Zn,TG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,39.8,0.0,0.0,58.46,0.0,0.0,346.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,83.31,0.0,0.0,14.78,0.0,0.0,355.4500031
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,98.08,0.0,0.0,0.0,0.0,0.0,328.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,98.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,44.62,0.0,0.0,53.44,0.0,0.0,349.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,86.89,0.0,0.0,11.17,0.0,0.0,346.24999849999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,98.06,0.0,0.0,0.0,0.0,0.0,327.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,44.63,0.0,0.0,53.42,0.0,0.0,345.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,97.98,0.0,0.0,0.0,0.0,0.0,333.575
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,55.16,0.0,0.0,42.44,0.0,0.0,345.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,55.18,0.0,0.0,42.41,0.0,0.0,352.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,97.45,0.0,0.0,0.0,0.0,0.0,329.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,97.13,0.0,0.0,0.0,0.0,0.0,365.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,67.0,0.0,0.0,30.08,0.0,0.0,349.575
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,96.92,0.0,0.0,0.0,0.0,0.0,325.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,32.07,0.0,0.0,64.78,0.0,0.0,347.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,96.83,0.0,0.0,0.0,0.0,0.0,334.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,80.44,0.0,0.0,16.05,0.0,0.0,328.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,80.46,0.0,0.0,16.04,0.0,0.0,353.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,0.0,0.0,0.0,96.44,0.0,0.0,0.0,0.0,0.0,350.4500031
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,36.36,0.0,0.0,60.08,0.0,0.0,356.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,0.0,96.22,0.0,0.0,0.0,0.0,0.0,336.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,41.22,0.0,0.0,54.95,0.0,0.0,363.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,58.45,0.0,0.0,0.0,37.72,0.0,354.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,56.51,0.0,375.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,96.09,0.0,0.0,0.0,0.0,0.0,349.5500015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.0,81.59,0.0,0.0,14.47,0.0,0.0,360.4500031
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.0,96.05,0.0,0.0,0.0,0.0,0.0,372.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,85.11,0.0,0.0,10.88,0.0,0.0,355.74999849999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0.0,40.93,0.0,0.0,55.06,0.0,0.0,363.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,0.0,41.84,0.0,0.0,0.0,54.05,0.0,388.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0,95.82,0.0,0.0,0.0,0.0,0.0,340.86249999999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,5.98,0.0,89.73,0.0,0.0,460.075
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,0.0,0.0,0.0,0.0,66.81,0.0,0.0,0.0,28.82,0.0,362.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,0.0,70.82,0.0,0.0,0.0,24.55,0.0,365.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,0.0,95.38,0.0,0.0,0.0,0.0,0.0,375.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,48.3,0.0,0.0,0.0,46.96,0.0,386.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,0.0,0.0,95.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,50.93,0.0,0.0,44.08,0.0,0.0,368.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,50.95,0.0,0.0,44.05,0.0,0.0,375.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,94.92,0.0,0.0,0.0,0.0,0.0,378.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,16.91,0.0,360.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,0.0,0.0,0.0,0.0,94.81,0.0,0.0,0.0,0.0,0.0,339.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22,0.0,0.0,0.0,0.0,53.29,0.0,0.0,0.0,41.49,0.0,388.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,0.0,0.0,0.0,0.0,94.69,0.0,0.0,0.0,0.0,0.0,349.075
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,0.0,0.0,0.0,0.0,83.72,0.0,0.0,0.0,10.81,0.0,355.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,94.46,0.0,0.0,0.0,0.0,0.0,384.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,0.0,0.0,0.0,0.0,57.26,0.0,0.0,0.0,37.11,0.0,390.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.0,0.0,0.0,0.0,37.62,0.0,0.0,56.55,0.0,0.0,349.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,0.0,0.0,0.0,0.0,37.55,0.0,0.0,56.56,0.0,0.0,353.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,89.97,0.0,0.0,0.0,4.14,0.0,350.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,0.0,0.0,0.0,0.0,0.0,12.56,0.0,81.51,0.0,0.0,606.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,0.0,0.0,0.0,0.0,0.0,12.56,0.0,81.51,0.0,0.0,606.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,7.32,0.0,86.72,0.0,0.0,496.075
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05,0.0,0.0,0.0,0.0,61.9,0.0,0.0,0.0,32.05,0.0,381.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,62.38,0.0,0.0,31.5,0.0,0.0,370.075
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47,0.0,0.0,0.0,0.0,93.53,0.0,0.0,0.0,0.0,0.0,358.76666666666665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,49.77,0.0,0.0,0.0,43.73,0.0,394.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71,0.0,0.0,0.0,0.0,93.29,0.0,0.0,0.0,0.0,0.0,459.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,70.31,0.0,0.0,0.0,22.78,0.0,366.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,0.0,0.0,0.0,0.0,93.05,0.0,0.0,0.0,0.0,0.0,472.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.0,0.0,0.0,0.0,54.88,0.0,0.0,0.0,37.96,0.0,386.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,0.0,0.0,92.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38,0.0,0.0,0.0,0.0,47.02,0.0,0.0,45.6,0.0,0.0,366.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38,0.0,0.0,0.0,0.0,47.03,0.0,0.0,45.6,0.0,0.0,372.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,75.62,0.0,0.0,16.97,0.0,0.0,350.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,75.74,0.0,0.0,16.83,0.0,0.0,364.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44,0.0,0.0,0.0,0.0,92.56,0.0,0.0,0.0,0.0,0.0,465.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,0.0,0.0,0.0,0.0,92.44,0.0,0.0,0.0,0.0,0.0,347.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61,0.0,0.0,0.0,0.0,77.51,0.0,0.0,0.0,14.88,0.0,360.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,92.32,0.0,0.0,0.0,0.0,0.0,364.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,10.74,0.0,81.36,0.0,0.0,504.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,10.75,0.0,81.36,0.0,0.0,504.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,0.0,0.0,0.0,0.0,64.05,0.0,0.0,0.0,27.59,0.0,382.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41,0.0,0.0,0.0,0.0,85.64,0.0,0.0,0.0,5.95,0.0,357.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.49,0.0,0.0,0.0,0.0,54.14,0.0,0.0,0.0,37.37,0.0,359.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0,0.0,0.0,0.0,91.45,0.0,0.0,0.0,0.0,0.0,349.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.929999999999998,0.0,0.0,0.0,0.0,91.07,0.0,0.0,0.0,0.0,0.0,346.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93,0.0,0.0,0.0,0.0,91.07,0.0,0.0,0.0,0.0,0.0,348.7214285714286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,0.0,0.0,0.0,0.0,58.16,0.0,0.0,32.71,0.0,0.0,372.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.170000000000002,0.0,0.0,0.0,0.0,57.96,0.0,0.0,32.87,0.0,0.0,365.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,0.0,0.0,0.0,0.0,72.11,0.0,0.0,0.0,18.45,0.0,370.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57,0.0,0.0,0.0,0.0,90.43,0.0,0.0,0.0,0.0,0.0,358.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69,0.0,0.0,90.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22,0.0,0.0,0.0,0.0,89.78,0.0,0.0,0.0,0.0,0.0,365.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,0.0,0.0,0.0,0.0,68.14,0.0,0.0,0.0,21.18,0.0,365.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,82.59,0.0,0.0,0.0,6.71,0.0,355.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83,0.0,0.0,0.0,0.0,41.42,0.0,0.0,47.75,0.0,0.0,355.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.02,0.0,0.0,0.0,0.0,88.98,0.0,0.0,0.0,0.0,0.0,362.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.03,0.0,0.0,0.0,0.0,71.15000000000002,0.0,0.0,17.82,0.0,0.0,357.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09,0.0,0.0,0.0,0.0,70.65,0.0,0.0,18.27,0.0,0.0,362.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.49,0.0,0.0,0.0,0.0,73.34,0.0,0.0,0.0,15.17,0.0,359.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56,0.0,0.0,0.0,0.0,88.44,0.0,0.0,0.0,0.0,0.0,358.09999999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,0.0,87.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,0.0,0.0,0.0,0.0,87.33,0.0,0.0,0.0,0.0,0.0,367.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85,0.0,0.0,0.0,0.0,78.91,0.0,0.0,0.0,8.24,0.0,358.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.95,0.0,0.0,0.0,0.0,87.05,0.0,0.0,0.0,0.0,0.0,367.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.48,0.0,0.0,0.0,0.0,51.54,0.0,0.0,34.98,0.0,0.0,361.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51,0.0,0.0,0.0,0.0,51.69,0.0,0.0,34.8,0.0,0.0,353.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.53,0.0,0.0,0.0,0.0,86.47,0.0,0.0,0.0,0.0,0.0,370.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.56,0.0,0.0,0.0,0.0,86.44,0.0,0.0,0.0,0.0,0.0,352.8166666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58,0.0,0.0,0.0,0.0,86.42,0.0,0.0,0.0,0.0,0.0,348.075
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.81,0.0,0.0,0.0,0.0,86.19,0.0,0.0,0.0,0.0,0.0,369.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.39,0.0,0.0,0.0,0.0,85.61,0.0,0.0,0.0,0.0,0.0,364.11249999999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56,0.0,0.0,85.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.69,0.0,0.0,0.0,0.0,85.31,0.0,0.0,0.0,0.0,0.0,363.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,0.0,0.0,0.0,84.72,0.0,0.0,0.0,0.0,0.0,368.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.89,0.0,0.0,0.0,0.0,84.11,0.0,0.0,0.0,0.0,0.0,359.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.19,0.0,0.0,0.0,0.0,83.81,0.0,0.0,0.0,0.0,0.0,368.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.73,0.0,0.0,0.0,0.0,63.97,0.0,0.0,19.3,0.0,0.0,374.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.75,0.0,0.0,0.0,0.0,64.08,0.0,0.0,19.17,0.0,0.0,361.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.44,0.0,0.0,0.0,0.0,82.56,0.0,0.0,0.0,0.0,0.0,361.32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.31,0.0,0.0,0.0,0.0,81.69,0.0,0.0,0.0,0.0,0.0,363.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72,0.0,0.0,0.0,0.0,81.28,0.0,0.0,0.0,0.0,0.0,379.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0,80.95,0.0,0.0,0.0,0.0,0.0,358.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.45,0.0,0.0,80.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.55,0.0,0.0,0.0,0.0,80.45,0.0,0.0,0.0,0.0,0.0,373.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.05,0.0,0.0,0.0,0.0,79.95,0.0,0.0,0.0,0.0,0.0,447.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.73,0.0,0.0,0.0,0.0,79.26999999999998,0.0,0.0,0.0,0.0,0.0,364.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.73,0.0,0.0,0.0,0.0,79.27,0.0,0.0,0.0,0.0,0.0,362.0590909090909
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.48,0.0,0.0,0.0,0.0,77.52,0.0,0.0,0.0,0.0,0.0,397.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.83,0.0,0.0,0.0,0.0,77.17,0.0,0.0,0.0,0.0,0.0,373.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.37,0.0,0.0,76.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.56,0.0,0.0,0.0,0.0,76.44,0.0,0.0,0.0,0.0,0.0,400.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.88,0.0,0.0,0.0,0.0,76.12,0.0,0.0,0.0,0.0,0.0,393.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.93,0.0,0.0,0.0,0.0,76.07,0.0,0.0,0.0,0.0,0.0,418.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.29,0.0,0.0,0.0,0.0,75.70999999999998,0.0,0.0,0.0,0.0,0.0,384.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,75.7,0.0,0.0,0.0,0.0,0.0,410.15
