n_u_m_b_e_r,v_a_l_u_e,d_a_t_e_t_i_m_e___s_t_a_r_t,d_a_t_e_t_i_m_e___c_o_m_p_l_e_t_e,d_u_r_a_t_i_o_n,p_a_r_a_m_s___a_c_t_i_v_a_t_i_o_n,p_a_r_a_m_s___k_e_r_n_e_l___i_n_i_t_i_a_l_i_z_e_r,p_a_r_a_m_s___u_n_i_t_s,s_t_a_t_e
0,,2021-06-29 22:51:30.046756,,,linear,he_uniform,8,RUNNING
